selling_price,km_driven,fuel,transmission,owner,mileage,engine,torque,seats,max_power_hp,car_age,predicted_price,Make,Model
650000,99000,2.0,1,1,21.66,1498,250.0,5.0,103.52,8,650000.0,22,103
750000,15000,3.0,0,1,22.0,1197,113.0,5.0,81.8,6,750000.0,17,122
6000000,28156,2.0,1,1,17.09,2993,620.0,4.0,261.4,6,6000000.0,2,2
610000,30000,3.0,0,1,18.7,1199,110.0,5.0,88.7,9,610000.0,8,75
150000,70000,3.0,0,1,18.6,1199,108.0,5.0,79.4,14,128973.9,3,21
475000,40000,3.0,0,1,19.1,1197,114.0,5.0,85.8,10,475000.0,17,122
800000,90000,2.0,0,2,25.1,1498,200.0,5.0,98.6,9,720498.2400000001,8,32
387000,170000,2.0,0,1,23.59,1364,170.0,5.0,67.04,9,365138.2152000001,24,54
235000,25000,3.0,0,1,22.74,796,69.0,5.0,47.3,10,235000.0,17,10
860000,40000,3.0,1,1,18.2,1199,110.0,5.0,88.7,6,860000.0,8,75
114999,55000,3.0,0,2,13.9,1599,14.9,5.0,103.2,16,73362.59430885002,9,132
100000,90000,3.0,0,2,19.7,796,62.0,5.0,46.3,17,68643.96,17,10
565000,111000,2.0,0,1,20.34,1498,250.0,5.0,103.2,10,533082.9240000001,25,129
625000,15000,3.0,0,1,21.4,1197,115.0,5.0,83.1,7,625000.0,17,20
280000,30000,3.0,0,2,22.74,796,69.0,5.0,47.3,8,271345.536,17,10
330000,50000,3.0,0,1,23.95,998,90.0,5.0,67.05,7,330000.0,17,10
1300000,40000,2.0,0,1,19.67,1582,259.9,5.0,126.2,9,980837.0000000001,9,37
300000,120000,2.0,0,3,19.3,1248,190.0,5.0,73.9,13,192394.95,17,122
1405000,15000,3.0,0,1,15.8,1591,151.0,5.0,121.3,6,1227436.0999999999,9,37
282000,15000,3.0,0,1,24.7,796,69.0,5.0,47.3,7,282000.0,17,10
700000,15000,3.0,1,1,21.21,1197,113.0,5.0,81.8,7,700000.0,17,122
600000,135000,2.0,0,1,22.77,1498,205.0,5.0,98.59,9,566105.76,7,46
290000,80000,2.0,0,2,20.5,1598,250.0,5.0,103.5,12,213033.68099999998,22,103
430000,80000,2.0,1,2,18.1,1991,327.0,4.0,147.9,13,304794.105,3,39
575000,19000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,575000.0,9,148
875000,42000,3.0,0,1,15.29,1591,151.0,5.0,121.3,7,764417.5000000002,9,37
180000,77000,3.0,0,1,18.9,998,90.0,5.0,67.1,14,129442.89600000001,17,135
229999,120000,2.0,0,1,23.2,1248,190.0,5.0,73.94,12,204950.3609076,17,105
800000,10000,3.0,1,1,19.56,1197,113.0,5.0,81.8,5,800000.0,24,65
150000,110000,3.0,0,1,15.0,1586,145.0,5.0,104.68,15,111386.55,17,109
900000,90000,3.0,0,1,15.29,1591,151.0,5.0,121.3,9,707632.2000000002,9,37
850000,50000,2.0,0,1,22.54,1396,219.7,5.0,88.73,6,850000.0,9,148
220000,50000,2.0,0,1,25.44,936,142.5,5.0,56.3,10,192895.29600000003,3,21
250000,40000,3.0,0,2,22.74,796,69.0,5.0,47.3,10,242272.80000000002,17,10
1200000,27000,3.0,0,1,15.8,1591,151.0,5.0,121.3,6,1048344.0,9,37
440000,70000,2.0,0,2,22.54,1396,219.7,5.0,88.73,10,396274.03200000006,9,148
1000000,10000,3.0,0,1,17.0,1591,151.0,5.0,121.3,6,873620.0000000002,9,132
600000,160000,2.0,0,1,25.1,1498,200.0,5.0,98.6,10,566105.76,8,32
120000,60000,3.0,0,4,18.9,998,90.0,5.0,67.1,19,70605.21600000001,17,135
950000,20000,2.0,0,1,23.0,1498,205.0,5.0,98.96,6,950000.0,7,46
650000,21000,3.0,0,1,22.0,1197,113.0,5.0,81.8,7,650000.0,17,122
100000,42500,3.0,0,1,19.7,796,62.0,5.0,46.3,18,84603.20000000001,17,10
350000,25000,3.0,0,1,20.36,1197,111.8,5.0,78.9,12,350000.0,9,147
450000,80000,2.0,0,2,13.7,2197,320.0,7.0,138.1,11,301427.19337500003,23,13
350000,90000,2.0,0,1,12.7,2609,28.3,8.0,116.6,18,245607.34275000004,16,115
250000,80000,2.0,0,4,22.07,1199,180.0,5.0,73.9,14,182268.90000000002,25,97
450000,146000,2.0,0,2,15.96,2523,195.0,7.0,62.1,11,334919.10375000007,16,22
1500000,60000,2.0,0,1,15.1,2179,360.0,7.0,152.87,6,1238356.35,16,139
1500000,60000,2.0,0,1,15.1,2179,360.0,7.0,152.87,6,1238356.35,16,139
75000,100000,3.0,0,2,15.3,1193,102.0,5.0,65.3,17,61555.725,23,72
600000,35000,3.0,0,1,18.6,1197,114.7,5.0,81.83,9,600000.0,9,148
250999,120000,2.0,0,4,15.3,2956,250.0,7.0,83.8,12,160122.59070885004,23,119
819999,50000,2.0,0,1,19.87,1461,200.0,5.0,83.8,7,716367.52638,21,41
275000,52000,3.0,0,2,13.9,1599,14.9,5.0,103.2,16,175433.81625,9,132
497000,110000,2.0,0,1,20.77,1248,200.0,7.0,88.76,11,465016.5689400001,17,53
500000,70000,3.0,0,1,18.6,1197,114.7,5.0,81.83,9,455202.0000000002,9,148
515000,68609,2.0,0,1,22.7,1498,204.0,5.0,89.84,8,485907.444,7,47
925000,33360,2.0,0,1,22.77,1498,205.0,5.0,98.59,6,925000.0,7,46
2700000,10000,2.0,1,1,13.8,2999,380.0,7.0,174.57,5,2700000.0,10,84
830000,35000,2.0,0,1,21.5,1497,260.0,5.0,108.5,7,830000.0,23,90
975000,30000,2.0,0,1,23.0,1498,205.0,5.0,98.96,5,975000.0,7,46
620000,15000,3.0,0,1,20.4,1194,120.0,5.0,94.93,6,620000.0,7,14
860000,14317,3.0,0,1,14.23,1498,142.0,5.0,104.55,5,860000.0,20,78
1227000,5000,3.0,1,1,18.0,1497,145.0,5.0,117.6,5,1227000.0,8,32
860000,28000,3.0,0,1,17.8,1497,145.0,5.0,117.3,7,860000.0,8,32
950000,40000,2.0,0,1,23.0,1498,205.0,5.0,98.96,6,950000.0,7,46
225000,87237,2.0,0,2,20.0,1399,160.0,5.0,68.05,12,159485.28750000003,7,57
500000,99500,2.0,0,3,11.5,1991,320.0,7.0,147.9,13,261700.85812500003,3,28
545000,110000,2.0,0,1,20.77,1248,200.0,7.0,88.76,10,539923.3686,17,53
650000,50000,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,650000.0,17,122
114999,55000,3.0,0,2,13.9,1599,14.9,5.0,103.2,16,73362.59430885002,9,132
96000,120000,2.0,0,1,14.07,2956,250.0,7.0,83.1,22,67366.58544000001,23,119
5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
450000,56290,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,424579.3200000001,9,66
779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
645000,11000,3.0,1,1,14.3,1598,153.0,5.0,103.5,8,587210.5800000001,22,103
5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
450000,56290,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,424579.3200000001,9,66
779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
645000,11000,3.0,1,1,14.3,1598,153.0,5.0,103.5,8,587210.5800000001,22,103
5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
450000,56290,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,424579.3200000001,9,66
779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
645000,11000,3.0,1,1,14.3,1598,153.0,5.0,103.5,8,587210.5800000001,22,103
590000,80000,2.0,0,1,25.01,1498,204.0,5.0,89.75,9,556670.6640000002,7,56
484999,30000,3.0,0,1,20.89,1197,113.0,5.0,81.8,7,484999.0,17,71
300000,80000,3.0,0,1,24.7,796,69.0,5.0,47.3,7,274114.368,17,10
750000,80000,2.0,0,1,28.09,1248,200.0,5.0,88.5,8,707632.2000000001,17,31
574000,35000,3.0,0,2,20.85,1197,115.0,5.0,83.14,8,574000.0,17,122
200000,167000,2.0,0,1,22.3,1248,200.0,5.0,88.8,11,178218.48000000004,23,72
1100000,94000,2.0,0,1,19.67,1582,259.9,5.0,126.2,8,746945.1000000001,9,37
350000,80000,3.0,0,1,17.92,1086,96.1,5.0,62.1,12,300939.1,9,113
500000,10000,3.0,0,1,21.4,1197,115.0,5.0,83.1,5,500000.0,17,20
370000,90000,2.0,0,1,19.09,1405,135.0,5.0,69.01,8,290915.46,23,73
600000,5200,3.0,0,1,20.3,1199,114.0,5.0,83.81,5,600000.0,23,127
750000,50000,3.0,1,1,18.0,1497,145.0,5.0,117.3,8,750000.0,8,32
600000,5000,3.0,0,1,18.9,1197,113.75,5.0,81.86,7,600000.0,9,66
950000,26000,2.0,0,1,19.6,1461,245.0,5.0,108.45,6,829939.0000000002,21,41
800000,25000,3.0,0,1,15.85,1499,140.0,5.0,110.4,9,800000.0,7,46
700000,25000,3.0,0,1,15.85,1499,140.0,5.0,110.4,9,700000.0,7,46
335000,15000,3.0,0,1,17.5,1298,114.0,5.0,85.8,13,335000.0,17,122
270000,110000,2.0,0,1,19.3,1248,190.0,5.0,73.9,12,200495.79000000004,17,122
320000,100000,2.0,0,2,19.3,1248,190.0,5.0,73.9,14,226823.52,17,122
730000,55000,3.0,1,2,12.3,1781,22.9,5.0,163.2,14,539228.1510000001,1,6
125000,120000,3.0,0,3,15.0,1586,145.0,5.0,104.68,17,80164.56250000001,17,109
310000,13000,3.0,0,1,24.7,796,69.0,5.0,47.3,6,310000.0,17,10
267000,40000,3.0,0,1,20.36,1197,111.7,5.0,78.9,12,267000.0,9,147
600000,25000,3.0,0,1,17.19,1197,114.73,5.0,81.86,8,600000.0,9,148
700000,5000,3.0,0,1,23.87,1197,113.0,5.0,88.5,5,700000.0,24,65
5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
450000,56290,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,424579.3200000001,9,66
779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
645000,11000,3.0,1,1,14.3,1598,153.0,5.0,103.5,8,587210.5800000001,22,103
120000,93331,3.0,0,2,19.81,1086,99.04,5.0,68.05,16,98489.16000000002,9,147
750000,70000,2.0,0,1,19.01,1461,248.0,5.0,108.5,9,589693.5,20,125
860000,28000,3.0,0,1,17.8,1497,145.0,5.0,117.3,7,860000.0,8,32
650000,50000,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,650000.0,17,122
650000,90000,2.0,0,1,20.77,1248,200.0,7.0,88.8,10,643945.3020000001,17,53
710000,40000,2.0,0,1,24.8,1396,219.7,5.0,88.7,8,710000.0,9,132
140000,70000,2.0,0,4,25.44,936,150.0,5.0,57.6,13,85368.12480000002,3,21
1100000,50000,3.0,0,1,14.28,1798,173.0,5.0,138.03,9,864883.8000000002,24,36
2450000,60000,2.0,1,1,16.36,2179,450.0,5.0,187.7,11,2106573.7000000007,11,136
625000,34000,2.0,1,1,22.0,1498,250.0,5.0,108.495,7,625000.0,25,12
130000,140000,3.0,0,2,18.9,998,90.0,5.0,67.1,19,89237.14800000002,17,135
540000,100000,3.0,0,2,16.8,1497,146.0,5.0,116.3,12,443201.2200000001,8,32
550000,10000,3.0,1,1,18.9,1197,113.75,5.0,81.86,7,550000.0,9,66
475000,30000,3.0,0,1,21.63,998,90.0,5.0,67.04,6,475000.0,17,30
3100000,90000,2.0,1,1,15.04,2755,450.0,7.0,174.5,8,2963365.0200000005,24,59
217000,120000,2.0,0,1,21.1,1248,113.0,5.0,73.9,14,193367.0508,17,105
750000,6500,3.0,1,1,21.21,1197,113.0,5.0,81.8,5,750000.0,17,122
570000,120000,2.0,0,2,23.59,1364,170.0,5.0,67.05,9,513354.99600000004,24,54
180000,120000,3.0,0,2,21.1,814,74.5,5.0,55.2,12,148270.95360000004,9,44
2600000,100000,2.0,1,2,15.26,2143,500.0,5.0,203.2,9,2259457.2,18,83
700000,63000,2.0,0,1,15.3,2956,250.0,7.0,83.83,6,577899.63,23,119
685000,109000,2.0,0,1,22.7,1498,204.0,5.0,89.84,9,646304.0760000001,7,47
565000,114000,2.0,0,1,25.2,1248,190.0,5.0,73.94,9,533082.9240000001,17,122
1600000,33000,3.0,1,2,14.7,1798,250.0,5.0,177.5,7,1390435.2,22,91
425000,101000,2.0,0,1,21.9,1396,219.6,5.0,88.76,11,378714.2700000001,9,148
1350000,5400,2.0,0,0,22.27,1498,250.0,5.0,108.6,5,1350000.0,25,129
434999,55000,3.0,0,1,20.52,1197,113.0,5.0,81.8,8,434999.0,17,135
250000,55000,3.0,1,1,21.9,624,51.0,4.0,37.48,6,250000.0,23,88
700000,117000,2.0,0,1,22.32,1582,259.8,5.0,126.32,10,570394.44,9,132
1100000,102000,2.0,1,1,19.62,1995,400.0,5.0,187.74,14,816834.7000000002,2,0
425000,75000,3.0,0,1,20.52,1197,113.0,5.0,81.8,9,425000.0,17,135
325000,158000,2.0,0,1,24.4,1499,215.0,5.0,98.96,11,289605.03,7,57
2700000,10000,2.0,1,1,13.8,2999,380.0,7.0,174.57,5,2700000.0,10,84
950000,40000,2.0,0,1,23.0,1498,205.0,5.0,98.96,6,950000.0,7,46
1140000,10000,2.0,1,1,21.5,1497,260.0,5.0,108.5,5,1140000.0,23,90
980000,53000,2.0,0,1,17.6,2179,320.0,7.0,147.94,7,809059.4820000002,23,70
808000,5000,3.0,0,1,18.24,999,175.0,5.0,108.6,4,808000.0,25,97
550000,30000,3.0,0,1,19.1,1197,114.0,5.0,85.8,10,550000.0,17,122
215000,64000,3.0,0,1,19.7,796,62.0,5.0,46.3,14,154612.34800000006,17,10
512000,10500,3.0,0,1,18.16,1196,112.0,5.0,86.8,8,512000.0,7,57
215000,50000,3.0,0,2,19.7,796,62.0,5.0,46.3,13,173628.84000000003,17,10
500000,60000,2.0,0,1,20.5,1598,250.0,5.0,103.5,12,384789.9,22,103
700000,35000,2.0,0,1,21.14,1498,250.0,5.0,103.52,9,700000.0,22,103
525000,135000,2.0,0,1,13.93,2179,320.0,7.0,138.03,12,368411.0141250001,23,110
750000,80000,2.0,0,1,24.3,1248,200.0,5.0,88.5,8,707632.2000000001,17,133
675000,5000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,675000.0,9,148
140000,80000,3.0,0,3,17.92,1086,96.1,5.0,62.1,16,103960.78000000003,9,113
5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
450000,56290,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,424579.3200000001,9,66
779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
645000,11000,3.0,1,1,14.3,1598,153.0,5.0,103.5,8,587210.5800000001,22,103
300000,10000,3.0,0,1,20.51,998,90.0,5.0,67.04,10,300000.0,17,135
355000,68000,2.0,0,1,22.1,1248,205.0,5.0,76.9,11,316337.802,3,111
180000,35000,3.0,0,2,22.74,796,69.0,5.0,47.3,9,174436.41600000006,17,10
125000,50000,3.0,0,1,15.3,1193,102.0,5.0,65.3,17,125000.0,23,72
810000,29700,2.0,0,1,25.1,1248,200.0,5.0,88.5,6,810000.0,17,108
671000,20000,3.0,1,1,18.6,1368,132.3,5.0,98.63,6,671000.0,9,148
295000,20000,3.0,0,1,24.7,796,69.0,5.0,47.3,6,295000.0,17,10
850000,40000,2.0,0,1,24.52,1248,200.0,7.0,88.5,7,850000.0,17,53
600000,90000,3.0,0,1,16.02,1373,130.0,7.0,93.7,9,573554.52,17,53
600000,80000,2.0,0,1,15.96,2523,195.0,7.0,62.1,9,495342.54000000015,16,22
220000,60000,3.0,0,3,18.9,998,90.0,5.0,67.1,12,136634.16800000003,17,135
400000,123000,2.0,0,1,19.01,1461,248.0,5.0,108.45,10,314503.2,21,41
155000,54000,3.0,0,1,19.7,796,62.0,5.0,46.3,15,111464.71599999999,17,10
250000,50000,3.0,0,1,15.64,1193,100.0,5.0,64.1,11,250000.0,23,73
500000,10000,3.0,0,1,19.02,1198,104.0,5.0,67.05,5,500000.0,4,62
900000,40000,2.0,0,1,23.0,1498,205.0,5.0,98.96,6,900000.0,7,46
600000,45000,2.0,0,1,15.96,2523,195.0,7.0,62.1,11,550380.6000000001,16,22
800000,35000,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,800000.0,17,122
575000,60000,2.0,0,1,22.54,1396,219.7,5.0,88.73,9,542518.02,9,148
550000,40000,3.0,1,1,17.01,1499,136.0,5.0,110.4,8,550000.0,7,57
190000,80000,3.0,0,3,15.5,1586,145.0,5.0,103.3,13,121850.135,17,109
750000,37000,2.0,0,1,23.0,1498,205.0,5.0,98.96,7,750000.0,7,46
625000,22000,3.0,0,1,21.4,1197,115.0,5.0,83.1,6,625000.0,17,20
799000,60000,2.0,0,2,22.54,1396,219.7,5.0,88.73,6,719597.6172000001,9,148
300000,57000,3.0,0,2,20.51,998,90.0,5.0,67.04,11,247118.256,17,135
850000,27000,3.0,0,1,20.73,1373,130.0,5.0,91.1,7,850000.0,17,31
229999,40000,3.0,0,2,20.92,998,90.0,5.0,67.1,13,222890.00690880002,17,10
400000,60000,3.0,0,1,23.1,998,90.0,5.0,67.04,9,365485.8240000001,17,30
250999,43000,3.0,0,2,21.1,814,74.5,5.0,55.2,9,243240.92210880003,9,44
450000,64000,3.0,0,1,20.4,1197,113.0,5.0,81.8,8,450000.0,17,122
575000,96000,2.0,0,1,19.87,1461,200.0,5.0,83.8,7,452098.3500000001,21,41
400000,96000,2.0,0,1,20.46,1461,200.0,5.0,83.8,11,356436.9600000001,21,41
425000,80000,2.0,0,1,23.0,1248,200.0,5.0,88.7,9,400991.58000000013,23,146
1030000,190000,2.0,0,1,12.99,2494,200.0,7.0,100.6,9,765304.2243000001,24,74
360000,34000,3.0,0,1,20.51,998,90.0,5.0,67.04,9,360000.0,17,135
290000,80000,3.0,0,2,16.47,1198,110.0,5.0,73.9,12,238015.47000000006,25,97
320000,70000,2.0,0,2,15.3,2956,250.0,7.0,83.8,12,238164.696,23,119
975000,30000,2.0,0,1,23.0,1498,205.0,5.0,98.96,5,975000.0,7,46
1227000,5000,3.0,1,1,18.0,1497,145.0,5.0,117.6,5,1227000.0,8,32
755000,29340,2.0,0,1,22.32,1582,259.8,5.0,126.32,10,683567.9400000001,9,132
190000,70000,3.0,0,2,19.81,1086,99.04,5.0,68.05,17,155941.17,9,147
1365000,80800,2.0,0,2,12.99,2494,200.0,8.0,100.6,10,968113.2210750002,24,74
675000,24265,3.0,0,1,18.7,1199,110.0,5.0,88.7,6,675000.0,8,75
550000,240000,2.0,0,1,19.98,1461,245.0,7.0,108.5,9,454063.99500000017,21,82
409999,35000,3.0,0,1,19.1,1197,114.0,5.0,85.8,11,409999.0,17,122
350000,15000,3.0,0,1,25.17,799,72.0,5.0,53.3,5,350000.0,21,77
135000,49000,2.0,0,3,25.44,936,150.0,5.0,57.6,12,102226.536,3,21
1490000,56900,2.0,0,2,13.68,2393,343.0,8.0,147.8,8,1056768.2779500003,24,74
315000,180000,2.0,0,1,19.3,1248,190.0,5.0,73.9,14,233911.75500000003,17,122
235000,50000,3.0,0,1,19.0,998,90.0,5.0,66.1,14,198817.52000000005,17,4
375000,88200,2.0,0,1,23.2,1248,190.0,5.0,73.94,11,334159.65,17,105
550000,120000,2.0,0,1,25.8,1498,200.0,5.0,98.6,7,518930.2800000001,8,11
700000,40000,2.0,0,1,22.54,1396,219.7,5.0,88.73,8,700000.0,9,148
650000,110000,2.0,0,3,20.77,1248,200.0,7.0,88.76,9,556134.5790000001,17,53
1300000,48000,2.0,0,2,19.67,1582,259.9,5.0,126.2,9,936253.5,9,37
1350000,97000,2.0,1,1,16.96,1968,320.0,5.0,138.03,8,1061448.3,25,76
1000000,60000,2.0,1,1,22.15,1498,250.0,5.0,108.6,8,1000000.0,25,129
1080000,12800,3.0,1,1,17.8,1496,140.0,5.0,105.5,6,1080000.0,24,143
170000,40000,3.0,0,1,21.1,814,74.5,5.0,55.2,12,170000.0,9,44
350000,25000,3.0,0,1,18.5,1197,114.0,5.0,85.8,10,350000.0,17,105
260000,65000,3.0,0,2,22.74,796,69.0,5.0,47.3,8,226767.34080000003,17,10
700000,20000,2.0,0,1,20.4,1248,209.0,5.0,91.7,9,700000.0,5,81
800000,15000,2.0,0,1,23.65,1248,200.0,5.0,88.5,9,800000.0,17,109
400000,120000,2.0,0,2,23.59,1364,170.0,5.0,67.04,10,360249.12000000005,24,54
520000,29000,3.0,0,1,18.6,1197,114.7,5.0,81.83,8,520000.0,9,148
850000,55000,2.0,1,1,19.61,1461,248.0,5.0,108.5,7,773843.4000000003,20,125
300000,40000,3.0,0,1,23.95,998,90.0,5.0,67.05,9,300000.0,17,10
892000,10000,2.0,0,1,24.3,1248,200.0,5.0,88.5,5,892000.0,17,133
300000,60000,1.0,0,1,19.2,1086,99.04,5.0,68.05,12,213393.18000000002,9,147
620000,90000,2.0,0,1,28.09,1248,200.0,5.0,88.5,8,584975.9520000002,17,31
750000,90000,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,707632.2000000001,17,133
270000,35000,3.0,0,1,22.74,796,69.0,5.0,47.3,8,270000.0,17,10
560000,90000,2.0,0,1,20.77,1248,200.0,7.0,88.8,10,554783.6448000002,17,53
300000,40000,3.0,0,2,17.92,1086,96.1,5.0,62.1,12,289674.0,9,113
300000,40000,3.0,0,2,17.92,1086,96.1,5.0,62.1,12,289674.0,9,113
570000,20000,3.0,0,1,18.9,1197,113.75,5.0,81.86,6,570000.0,9,66
260000,99000,3.0,0,2,15.5,1586,145.0,5.0,103.3,12,184294.11,17,109
600000,7500,3.0,1,1,21.21,1197,113.0,5.0,81.8,5,600000.0,17,122
80000,60000,3.0,0,1,23.9,624,51.0,4.0,37.48,9,73097.16480000001,23,88
300000,40800,3.0,0,1,21.1,814,74.5,5.0,55.2,8,300000.0,9,44
300000,70000,3.0,0,1,17.57,1193,140.0,5.0,88.7,9,273121.2,23,146
550000,8588,3.0,0,1,22.0,1197,113.0,5.0,81.8,8,550000.0,17,122
1200000,40000,2.0,0,1,25.6,1498,200.0,5.0,97.9,5,1200000.0,8,32
500000,110000,2.0,0,1,26.0,1498,200.0,5.0,98.6,10,471754.8000000001,8,32
670000,150000,2.0,0,1,23.59,1364,170.0,5.0,67.05,6,632151.4320000001,24,96
370000,30000,3.0,0,1,23.95,998,90.0,5.0,67.05,7,370000.0,17,10
425000,50000,3.0,0,1,19.81,1086,99.04,5.0,68.05,8,425000.0,9,147
229999,212000,2.0,0,3,11.57,2179,320.0,7.0,138.1,15,139389.53523090752,23,89
850000,35000,2.0,0,1,24.52,1248,200.0,7.0,88.5,8,850000.0,17,53
700000,70000,2.0,0,1,25.5,1498,200.0,5.0,98.6,7,660456.7200000001,8,134
610000,120000,2.0,0,1,21.14,1498,250.0,5.0,103.52,9,575540.8560000001,22,103
800000,70000,2.0,0,1,25.5,1498,200.0,5.0,98.6,7,754807.6800000002,8,134
520000,120000,2.0,0,1,11.57,2179,320.0,7.0,138.1,9,386367.1812000001,23,89
1000000,70000,2.0,0,1,25.1,1248,200.0,5.0,88.5,6,943509.6000000002,17,108
700000,120000,2.0,0,2,20.77,1248,200.0,7.0,88.76,9,661957.7580000001,17,53
590000,70000,2.0,0,2,25.8,1498,200.0,5.0,98.6,7,531367.4520000002,8,11
140000,80000,3.0,0,2,18.9,998,90.0,5.0,67.1,22,96101.54400000001,17,135
1680000,157000,2.0,0,1,13.68,2393,343.0,7.0,147.8,7,1248263.2008000002,24,74
240000,90000,2.0,0,2,23.2,1248,190.0,5.0,73.94,12,204141.16800000003,17,105
670000,50000,2.0,0,1,27.3,1498,200.0,5.0,98.6,7,670000.0,8,75
400000,30000,3.0,0,1,23.1,998,90.0,5.0,67.04,9,400000.0,17,30
545000,80000,2.0,0,2,22.32,1582,259.8,5.0,126.32,10,423906.77700000006,9,132
599000,70000,3.0,0,1,16.02,1373,130.0,7.0,93.7,9,572598.5958000001,17,53
