name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,torque,seats,max_power_hp,car_age,predicted_price,Make,Model
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,950000,25000,2.0,0,1,25.1,1248,200.0,5.0,88.5,6,950000.0,17,108
Hyundai EON Magna Plus,200000,68697,3.0,0,3,21.1,814,74.5,5.0,55.2,11,149055.45600000003,9,44
Honda Amaze VX i-DTEC,420000,40000,2.0,0,2,25.8,1498,200.0,5.0,98.6,11,420000.0,8,11
Chevrolet Beat Diesel LS,175000,68000,2.0,0,2,25.44,936,150.0,5.0,57.6,11,124495.182,3,21
Honda Amaze S CVT i-VTEC,750000,15000,3.0,1,1,18.1,1199,110.0,5.0,88.7,6,750000.0,8,11
Maruti Ritz VDi,425000,70000,2.0,0,1,23.2,1248,190.0,5.0,73.94,10,400991.58000000013,17,105
Toyota Corolla Altis D-4D G,790000,126000,2.0,0,3,21.43,1364,205.0,5.0,87.2,9,643730.868,24,36
Honda Mobilio RS i DTEC,650000,94000,2.0,0,2,24.5,1498,200.0,7.0,98.6,9,614675.0610000001,8,87
Toyota Corolla Altis D-4D J,780000,129000,2.0,0,3,21.43,1364,205.0,5.0,87.2,9,635582.3760000002,24,36
Hyundai i10 Magna 1.1L,180000,55000,3.0,0,2,19.81,1086,99.04,5.0,68.05,14,147733.74000000002,9,147
Ford EcoSport 1.5 Diesel Trend Plus BSIV,869999,40000,2.0,0,1,23.0,1498,205.0,5.0,98.96,5,869999.0,7,46
Tata Manza Aura (ABS) Quadrajet BS IV,275000,50000,2.0,0,1,21.12,1248,200.0,5.0,88.8,13,275000.0,23,85
Hyundai i20 1.2 Asta Option,630000,25000,3.0,0,2,18.6,1197,114.7,5.0,81.83,7,608315.4,9,148
Maruti Alto 800 LXI,315000,25000,3.0,0,1,22.74,796,69.0,5.0,47.3,8,315000.0,17,10
Maruti Vitara Brezza VDi,825000,35000,2.0,0,1,24.3,1248,200.0,5.0,88.5,6,825000.0,17,133
Skoda Fabia 1.2 MPI Ambition,200000,120000,3.0,0,2,16.25,1198,110.0,5.0,73.9,13,164148.60000000003,22,55
Hyundai i20 2015-2017 Sportz 1.4 CRDi,680000,80000,2.0,0,1,22.54,1396,219.7,5.0,88.73,7,641586.5280000002,9,148
Hyundai i20 1.4 Sportz,670000,80000,2.0,0,1,22.54,1396,219.7,5.0,88.73,7,632151.4320000001,9,148
Maruti Alto K10 2010-2014 VXI,240000,80000,3.0,0,2,20.92,998,90.0,5.0,67.1,14,197694.60480000006,17,10
Force One SX ABS 7 Seating,555000,147279,2.0,0,2,17.0,2200,321.0,7.0,139.01,10,437364.9472500001,6,93
Skoda Rapid 1.6 TDI Ambition Plus,455000,98000,2.0,0,1,20.5,1598,250.0,5.0,103.5,11,350158.80899999995,22,103
Maruti Swift Dzire VDI,750000,25000,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,750000.0,17,122
Tata Nano XTA,220000,22000,3.0,1,1,21.9,624,51.0,4.0,37.48,8,220000.0,23,88
Chevrolet Sail Hatchback Diesel,225000,100000,2.0,0,2,22.1,1248,205.0,5.0,76.9,11,191382.345,3,111
Maruti Ignis 1.2 Delta BSIV,500000,10000,3.0,0,1,20.89,1197,113.0,5.0,81.8,5,500000.0,17,71
Ford Ecosport 1.5 Diesel Titanium,950000,16034,2.0,0,1,21.7,1498,215.0,5.0,98.96,5,950000.0,7,47
Maruti Swift VVT VXI,509999,46000,3.0,0,1,22.0,1197,113.0,5.0,81.8,7,509999.0,17,122
Skoda Rapid 1.6 MPI Active BSIV,395000,50000,3.0,0,3,15.41,1598,153.0,5.0,103.2,8,298023.55,22,103
Maruti Wagon R VXI,469000,5000,3.0,0,1,21.79,998,90.0,5.0,67.05,6,469000.0,17,135
Maruti Alto 800 LX Optional,250000,42000,3.0,0,1,24.7,796,69.0,5.0,47.3,7,250000.0,17,10
Chevrolet Spark 1.0 LT,130000,68519,3.0,0,1,16.2,995,90.3,5.0,62.1,13,93486.53600000002,3,118
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,906000,30000,2.0,0,1,23.0,1498,205.0,5.0,98.96,5,906000.0,7,46
Maruti Swift Dzire VXi,300000,88000,3.0,0,1,17.5,1298,114.0,5.0,85.8,12,257947.8,17,122
Maruti 800 Uniq,60000,100000,3.0,0,4,14.0,796,6.0,5.0,37.5,14,31772.347200000004,17,3
Maruti Swift Dzire VXI,400000,100000,3.0,0,2,19.1,1197,114.0,5.0,85.8,10,347608.80000000005,17,122
Tata Tiago XT,450000,22966,3.0,0,1,23.84,1199,113.0,5.0,84.48,6,450000.0,23,126
Mahindra Bolero 2011-2019 SLX,465000,80000,2.0,0,2,15.96,2523,195.0,7.0,62.1,10,366440.90175,16,22
Maruti Alto LXi,150000,70000,3.0,0,2,19.7,796,62.0,5.0,46.3,16,102965.94,17,10
Hyundai EON Era Plus,250000,2350,3.0,0,1,21.1,814,74.5,5.0,55.2,10,250000.0,9,44
Maruti Alto LXi,175000,50000,3.0,0,1,19.7,796,62.0,5.0,46.3,13,148055.6,17,10
Maruti Alto LXi,175000,58000,3.0,0,1,19.7,796,62.0,5.0,46.3,14,125847.26,17,10
Hyundai Elite i20 Asta Option BSIV,800000,35000,3.0,0,1,18.6,1197,117.0,5.0,81.86,5,800000.0,9,50
Mahindra Bolero 2011-2019 SLX,750000,59872,2.0,0,1,15.96,2523,195.0,7.0,62.1,5,750000.0,16,22
Maruti Alto LX,160000,110000,3.0,0,1,19.7,796,62.0,5.0,46.3,12,115060.352,17,10
Mahindra Bolero 2011-2019 SLX 2WD BSIII,700000,91182,2.0,0,1,15.96,2523,195.0,7.0,62.1,8,577899.63,16,22
Maruti Alto LXi,160000,60000,3.0,0,3,19.7,796,62.0,5.0,46.3,14,99370.304,17,10
Hyundai i20 Asta 1.4 CRDi,400000,100000,2.0,0,1,21.27,1396,219.6,5.0,88.76,12,356436.9600000001,9,148
Toyota Etios Liva GD,451000,120000,2.0,0,1,23.59,1364,170.0,5.0,67.06,11,401882.67240000004,24,54
Tata Manza Aura (ABS) Quadrajet BS IV,300000,70000,2.0,0,3,21.12,1248,200.0,5.0,88.8,12,230873.94,23,85
Maruti Celerio ZXI Optional,421000,59500,3.0,0,2,23.1,998,90.0,5.0,67.04,7,367188.6556800001,17,30
Maruti Vitara Brezza ZDi Plus Dual Tone,950000,45000,2.0,0,1,24.3,1248,200.0,5.0,88.5,8,950000.0,17,133
Maruti Vitara Brezza ZDi Plus Dual Tone,950000,46000,2.0,0,2,24.3,1248,200.0,5.0,88.5,8,950000.0,17,133
Maruti Alto 800 LXI,270000,60000,3.0,0,1,22.74,796,69.0,5.0,47.3,11,232997.2128,17,10
Mercedes-Benz E-Class E250 CDI Avantgrade,1850000,60000,2.0,1,2,13.0,2143,500.0,5.0,201.1,10,1446921.6300000001,18,43
Toyota Fortuner 4x2 AT,1900000,130000,2.0,1,1,12.55,2982,360.0,7.0,168.5,9,1634630.3820000004,24,59
Honda WR-V i-VTEC S,700000,15000,3.0,0,1,17.5,1199,110.0,5.0,88.7,7,700000.0,8,134
Honda Brio V MT,376000,26000,3.0,0,1,19.4,1198,109.0,5.0,86.8,12,376000.0,8,24
Ford Ecosport 1.5 DV5 MT Titanium Optional,875000,77524,2.0,0,1,22.7,1498,204.0,5.0,89.84,7,825570.9000000003,7,47
Hyundai i20 Sportz 1.2,459999,40523,3.0,0,2,18.5,1197,113.7,5.0,82.85,10,444165.8344200001,9,148
Audi A6 35 TFSI Matrix,6223000,7800,3.0,1,0,15.26,1798,320.0,5.0,187.74,5,6223000.0,1,7
Audi A6 35 TFSI Matrix,5923000,11500,3.0,1,0,15.26,1798,320.0,5.0,187.74,5,5923000.0,1,7
Audi A6 35 TFSI Matrix,6523000,23600,3.0,1,0,15.26,1798,320.0,5.0,187.74,5,6523000.0,1,7
Maruti Baleno Alpha Automatic,800000,25000,3.0,1,1,21.4,1197,115.0,5.0,83.1,6,800000.0,17,20
Maruti Baleno Sigma 1.2,530000,42000,3.0,0,1,21.4,1197,115.0,5.0,83.1,7,530000.0,17,20
Maruti Swift Dzire VXI,450000,80000,3.0,0,1,20.85,1197,115.0,5.0,83.14,9,450000.0,17,122
Maruti Alto K10 2010-2014 VXI,235000,60000,3.0,0,1,20.92,998,90.0,5.0,67.1,13,202793.8704,17,10
Skoda Rapid 1.6 MPI AT Elegance,395000,35000,3.0,1,2,14.3,1598,153.0,5.0,103.5,11,343263.69,22,103
Maruti Vitara Brezza VDi Option,610000,110000,2.0,0,1,24.3,1248,200.0,5.0,88.5,8,575540.8560000001,17,133
Hyundai i20 1.2 Asta Option,690000,20000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,690000.0,9,148
Tata Nexon 1.2 Revotron XZ Plus,790000,15000,3.0,0,1,17.0,1198,170.0,5.0,108.5,6,790000.0,23,90
Maruti Alto K10 2010-2014 VXI,254999,40000,3.0,0,2,20.92,998,90.0,5.0,67.1,10,247117.28690880004,17,10
Honda Jazz 1.2 V i VTEC,500000,41000,3.0,0,1,18.7,1199,110.0,5.0,88.7,8,500000.0,8,75
Volkswagen Vento 1.5 TDI Comfortline,515000,120000,2.0,0,2,20.34,1498,250.0,5.0,103.2,9,463820.74200000014,25,129
Hyundai i10 Magna 1.1L,160000,35000,3.0,0,3,19.81,1086,99.04,5.0,68.05,15,139779.2,9,147
Maruti Alto LX,110000,120000,3.0,0,2,19.7,796,62.0,5.0,46.3,17,75508.35600000001,17,10
Maruti Alto LXi,128000,60000,3.0,0,2,19.7,796,62.0,5.0,46.3,17,87864.26880000002,17,10
Hyundai Verna 1.6 CRDi S,600000,80000,2.0,0,2,23.9,1582,259.9,5.0,126.2,9,466686.36,9,132
Maruti Swift Dzire VDI,675000,25000,2.0,0,1,28.4,1248,190.0,5.0,74.02,5,675000.0,17,122
Maruti Ignis 1.2 Delta BSIV,500000,10000,3.0,0,1,20.89,1197,113.0,5.0,81.8,5,500000.0,17,71
Maruti SX4 Zxi BSIII,300000,50000,3.0,0,1,15.0,1586,145.0,5.0,104.68,14,262086.0,17,109
Maruti Alto LXi,150000,80000,3.0,0,3,19.7,796,62.0,5.0,46.3,17,93159.66,17,10
Toyota Innova 2.5 VX (Diesel) 7 Seater,1050000,70000,2.0,0,1,12.99,2494,200.0,7.0,100.6,9,780164.5005000002,24,74
Maruti Baleno RS 1.0 Petrol,750000,15000,3.0,0,1,21.1,998,150.0,5.0,100.5,6,750000.0,17,20
Hyundai i20 Magna Optional 1.2,380000,27500,3.0,0,1,18.5,1197,113.8,5.0,82.9,12,380000.0,9,148
Toyota Innova 2.5 VX (Diesel) 8 Seater,800000,110000,2.0,0,2,12.99,2494,200.0,8.0,100.6,11,535870.5660000001,24,74
Maruti Ciaz VDi Option SHVS,700000,70000,2.0,0,1,28.09,1248,200.0,5.0,88.5,8,660456.7200000001,17,31
Honda Accord 2.4 MT,300000,74000,3.0,0,2,12.8,2354,222.0,5.0,177.6,14,221600.61000000004,8,9
Honda Mobilio S i DTEC,670000,120000,2.0,0,1,24.2,1498,200.0,7.0,98.6,9,663759.0036000002,8,87
Maruti Ignis 1.2 Delta BSIV,370000,40000,3.0,0,1,20.89,1197,113.0,5.0,81.8,7,370000.0,17,71
Maruti Baleno Delta Automatic,600000,20000,3.0,1,1,21.4,1197,115.0,5.0,83.1,5,600000.0,17,20
Maruti Vitara Brezza VDi,810000,15000,2.0,0,1,24.3,1248,200.0,5.0,88.5,4,810000.0,17,133
Tata Safari DICOR 2.2 EX 4x2,250000,118000,2.0,0,2,13.93,2179,320.0,7.0,138.03,12,167459.55187500003,23,110
Maruti Swift ZXI BSIII,120000,44000,3.0,0,2,16.1,1298,11.5,5.0,88.2,18,115869.60000000002,17,122
Maruti Ertiga ZDI,600000,50000,2.0,0,2,20.77,1248,200.0,7.0,88.8,11,600000.0,17,53
Hyundai i20 Sportz Option 1.2,400000,147000,3.0,0,2,18.6,1197,114.7,5.0,81.83,10,347608.80000000005,9,148
Maruti Swift Dzire VXI,450000,100000,3.0,0,3,19.1,1197,114.0,5.0,85.8,10,353816.1000000001,17,122
Maruti Ertiga SHVS ZDI Plus,800000,55000,2.0,0,1,24.52,1248,200.0,7.0,88.5,7,792548.0640000002,17,53
Maruti Ritz VDi,225000,64000,2.0,0,3,21.1,1248,113.0,5.0,73.9,14,173155.45500000002,17,105
Maruti Ertiga SHVS ZDI Plus,900000,50000,2.0,0,1,24.52,1248,200.0,7.0,88.5,8,900000.0,17,53
Maruti Wagon R VXI Plus,465000,30000,3.0,0,1,20.51,998,90.0,5.0,67.04,6,465000.0,17,135
Tata Zest Revotron 1.2 XT,400000,24177,3.0,0,1,17.57,1193,140.0,5.0,88.7,8,400000.0,23,146
Maruti Wagon R LXI,140000,150000,3.0,0,2,18.9,998,90.0,5.0,67.1,18,96101.54400000001,17,135
Renault Lodgy 85PS RxE 7 Seater,415000,120000,2.0,0,2,21.04,1461,200.0,7.0,83.8,9,392446.3851,21,82
Maruti SX4 Vxi BSIII,150000,100000,3.0,0,4,15.0,1586,145.0,5.0,104.68,16,91134.45,17,109
Maruti Swift LXI Option,459999,12000,3.0,0,1,20.4,1197,113.0,5.0,81.8,6,459999.0,17,122
Maruti Vitara Brezza ZDi,800000,15381,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,800000.0,17,133
Nissan Terrano XV Premium 110 PS,475000,40000,2.0,0,1,19.01,1461,248.0,5.0,108.5,10,414969.5000000001,20,125
Maruti Wagon R LXI CNG,310000,35000,,0,2,26.6,998,77.0,5.0,58.16,8,273107.52,17,135
Maruti Alto K10 LXI,350000,10000,3.0,0,1,23.95,998,90.0,5.0,67.05,6,350000.0,17,10
Maruti Swift AMT ZXI BSIV,640000,25000,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,640000.0,17,122
Tata Nexon 1.2 Revotron XE,600000,30000,3.0,0,1,17.0,1198,170.0,5.0,108.5,6,600000.0,23,90
Hyundai Verna 1.6 CRDi SX,575000,23000,2.0,0,1,23.9,1582,259.9,5.0,126.2,9,520598.1,9,132
Maruti Ertiga VDI,580000,15000,2.0,0,2,20.77,1248,200.0,7.0,88.76,9,580000.0,17,53
Hyundai Creta 1.4 EX Diesel,1050000,20000,2.0,0,1,22.1,1396,219.7,5.0,88.7,4,1050000.0,9,37
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,50000,2.0,0,1,22.77,1498,205.0,5.0,98.59,9,600000.0,7,46
Ford Figo 1.2P Ambiente MT,370000,40000,3.0,0,2,18.16,1196,112.0,5.0,86.8,7,357264.60000000003,7,57
Maruti Celerio ZXI Optional,483000,15000,3.0,0,1,23.1,998,90.0,5.0,67.04,7,483000.0,17,30
Maruti Vitara Brezza ZDi Plus Dual Tone,950000,25000,2.0,0,1,24.3,1248,200.0,5.0,88.5,6,950000.0,17,133
Hyundai Verna 1.6 VTVT,450000,50000,3.0,0,3,17.01,1591,154.9,5.0,121.3,11,339520.50000000006,9,132
Toyota Etios VX,345000,70000,3.0,0,1,17.6,1496,132.0,5.0,88.7,13,296639.97000000003,24,54
Maruti Ignis Zeta AMT,600000,5000,3.0,1,1,20.89,1197,113.0,5.0,81.8,4,600000.0,17,71
Maruti A-Star Vxi,300000,60000,3.0,0,1,19.0,998,90.0,5.0,66.1,15,215738.16,17,4
Maruti Zen Estilo VXI BSIII,160000,74800,3.0,0,2,18.2,998,90.0,5.0,67.1,17,109830.336,17,145
Maruti Eeco CNG 5 Seater AC BSIV,220000,270000,,0,1,21.94,1196,85.0,5.0,61.7,12,206358.24000000005,17,48
Hyundai EON 1.0 Era Plus,340000,120000,3.0,0,1,20.3,998,94.14,5.0,68.05,6,310662.95040000003,9,44
Maruti Swift Dzire VXi,231000,80000,3.0,0,3,17.5,1298,114.0,5.0,85.8,14,171535.287,17,122
Mahindra XUV300 W8,960000,20000,3.0,0,1,17.0,1197,200.0,5.0,108.6,5,960000.0,16,138
Maruti Wagon R VXI BS IV,270000,40000,3.0,0,1,18.9,998,90.0,5.0,67.1,12,228428.64000000007,17,135
Maruti Ritz LXI,200000,100000,3.0,0,2,21.1,1197,114.0,5.0,85.8,13,196978.32000000004,17,105
Maruti Swift VXI,328000,123000,3.0,0,1,18.6,1197,114.0,5.0,85.8,12,282022.928,17,122
Hyundai Verna 1.6 SX CRDi (O),432000,77000,2.0,0,1,22.32,1582,259.8,5.0,126.32,12,332458.47359999997,9,132
Hyundai Accent Executive,225000,109322,3.0,0,2,16.36,1495,124.6,5.0,93.7,12,184667.17500000005,9,8
Nissan Sunny Diesel XV,350000,120000,2.0,0,1,21.64,1461,200.0,5.0,84.8,11,311882.34,20,120
Tata Tiago NRG Petrol,515000,35000,3.0,0,1,24.0,1199,114.0,5.0,83.81,6,515000.0,23,126
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,70000,2.0,0,2,23.65,1248,200.0,5.0,88.5,7,720498.2400000001,17,109
Lexus ES 300h,5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
Tata Safari Storme EX,503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
Toyota Camry 2.5 Hybrid,2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
Maruti Wagon R LXI,225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
Honda Jazz VX,550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
Maruti Swift AMT VVT VXI,650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
Toyota Etios VX,625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
Maruti Swift AMT ZXI,600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,424579.3200000001,9,66
Honda Amaze V CVT Petrol BSIV,779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,3.0,1,1,14.3,1598,153.0,5.0,103.5,8,587210.5800000001,22,103
Maruti Wagon R Stingray VXI Optional,475000,40000,3.0,0,1,20.51,998,90.0,5.0,67.04,7,475000.0,17,135
Maruti Wagon R VXI BS IV,350000,40000,3.0,0,2,20.51,998,90.0,5.0,67.04,9,339181.92000000004,17,135
Maruti Swift Dzire VDI,625000,34000,2.0,0,2,28.4,1248,190.0,5.0,74.02,7,625000.0,17,122
Mahindra Bolero 2011-2019 SLX,550000,80000,2.0,0,2,15.96,2523,195.0,7.0,62.1,9,433424.7225000001,16,22
Maruti A-Star Vxi,130000,90000,3.0,0,2,19.0,998,90.0,5.0,66.1,15,89237.14800000002,17,4
Maruti Alto LX,220000,35000,3.0,0,1,19.7,796,62.0,5.0,46.3,13,186127.04000000007,17,10
Toyota Fortuner 4x4 MT,2000000,20000,2.0,0,1,12.55,2982,343.0,7.0,168.5,9,1651141.8000000003,24,59
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,610000,90000,2.0,0,1,22.77,1498,205.0,5.0,98.59,9,575540.8560000001,7,46
Hyundai Creta 1.6 CRDi SX Plus,1150000,27000,2.0,0,2,19.67,1582,259.9,5.0,126.2,7,828224.25,9,37
Maruti Wagon R VXI BS IV,246000,139000,3.0,0,1,18.9,998,90.0,5.0,67.1,13,176905.29120000004,17,135
Maruti Eeco CNG 5 Seater AC BSIV,400000,60000,,0,1,21.94,1196,85.0,5.0,61.7,7,397267.2000000001,17,48
Ford Ecosport 1.5 Diesel Titanium,725000,30000,2.0,0,1,21.7,1498,215.0,5.0,98.96,8,725000.0,7,47
Hyundai Verna 1.6 SX CRDI (O) AT,736000,125000,2.0,1,1,22.32,1582,259.8,5.0,126.32,10,694423.0656,9,132
Maruti Swift Dzire VDI,700000,45000,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,700000.0,17,122
Maruti Alto LXi,180000,80500,3.0,0,2,19.7,796,62.0,5.0,46.3,14,123559.128,17,10
Toyota Etios Liva VXD,409999,200000,2.0,0,1,23.59,1364,170.0,5.0,67.04,10,386837.9924904001,24,54
Mahindra Bolero 2011-2019 SLX,550000,60000,2.0,0,1,15.96,2523,195.0,7.0,62.1,11,428838.21750000014,16,22
Maruti Alto LX,110000,90000,3.0,0,2,19.7,796,62.0,5.0,46.3,19,75508.35600000001,17,10
Maruti Swift Dzire VDI,605000,127000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,570823.3080000001,17,122
Maruti Ertiga SHVS ZDI Plus,800000,70000,2.0,0,1,24.52,1248,200.0,7.0,88.5,7,792548.0640000002,17,53
Hyundai i20 Sportz 1.2,300000,120000,3.0,0,1,18.5,1197,113.7,5.0,82.85,12,257947.8,9,148
Hyundai Verna Xi (Petrol),160000,100000,3.0,0,4,13.9,1599,14.9,5.0,103.2,16,87489.07200000001,9,132
Audi Q7 3.0 TDI Quattro,1025000,120000,2.0,1,3,12.07,2967,550.0,7.0,241.4,15,719278.6466250002,1,102
Tata Hexa XTA,1300000,40000,2.0,1,1,17.6,2179,400.0,7.0,153.86,7,1300000.0,23,70
Volkswagen Ameo 1.5 TDI Comfortline,560000,18000,2.0,0,1,21.66,1498,250.0,5.0,108.62,6,560000.0,25,12
Maruti Vitara Brezza LDi Option,650000,70000,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,613281.2400000001,17,133
Mahindra XUV500 W7 BSIV,1150000,29000,2.0,0,1,15.1,2179,360.0,7.0,152.87,6,1054896.1500000004,16,139
Maruti Baleno Delta 1.2,480000,65755,3.0,0,1,21.4,1197,115.0,5.0,83.1,8,480000.0,17,20
Ford EcoSport 1.5 Diesel Titanium BSIV,960000,2600,2.0,0,1,23.0,1498,205.0,5.0,98.96,5,960000.0,7,46
Hyundai EON Era Plus,310000,15000,3.0,0,2,21.1,814,74.5,5.0,55.2,7,300418.27200000006,9,44
Maruti Alto K10 VXI AGS Optional,350000,15500,3.0,1,1,23.95,998,90.0,5.0,67.1,7,350000.0,17,10
Honda Amaze S i-Dtech,365000,120000,2.0,0,1,25.8,1498,200.0,5.0,98.6,9,344381.0040000001,8,11
Ford Figo Aspire 1.2 Ti-VCT Trend,590000,15000,3.0,0,1,18.16,1196,112.0,5.0,86.8,6,590000.0,7,57
Tata Aria Pride,525000,110000,2.0,0,2,13.7,2179,320.0,7.0,138.1,11,351665.0589375,23,13
Toyota Innova 2.5 G (Diesel) 8 Seater,720000,80000,2.0,0,2,12.99,2494,200.0,8.0,100.6,10,510653.12760000007,24,74
Renault Duster 110PS Diesel RxL AMT,850000,50000,2.0,1,1,19.6,1461,245.0,5.0,108.45,7,850000.0,21,41
Honda Amaze S i-Dtech,325000,100000,2.0,0,1,25.8,1498,200.0,5.0,98.6,11,289605.03,8,11
Hyundai Verna CRDi 1.6 AT SX Option,1200000,20000,2.0,1,1,22.0,1582,259.87,5.0,126.2,5,1200000.0,9,132
Mahindra Bolero 2011-2019 ZLX,450000,135000,2.0,0,1,15.96,2523,195.0,7.0,62.1,12,350867.63250000007,16,22
Tata Indigo CS LS (TDI) BS-III,300000,50700,2.0,0,1,19.09,1405,135.0,5.0,69.01,10,235877.40000000005,23,73
Volkswagen Polo Diesel Highline 1.2L,365000,70000,2.0,0,2,22.07,1199,180.0,5.0,73.9,11,310464.693,25,97
Toyota Innova 2.5 VX (Diesel) 8 Seater,900000,112000,2.0,0,2,12.99,2494,200.0,8.0,100.6,10,638316.4095000002,24,74
Hyundai Grand i10 1.2 CRDi Sportz,700000,35000,2.0,0,1,24.0,1186,190.24,5.0,73.97,6,700000.0,9,66
Renault Duster 110PS Diesel RxZ,880000,50000,2.0,0,1,19.6,1461,245.0,5.0,108.45,7,768785.6000000001,21,41
Toyota Innova 2.5 GX (Diesel) 7 Seater,700000,121000,2.0,0,3,12.99,2494,200.0,7.0,100.6,10,449185.6215,24,74
Maruti Zen Estilo LXI Green (CNG),235000,70000,,0,2,26.3,998,90.0,5.0,67.1,10,186329.808,17,145
Renault Duster 85PS Diesel RxL,550000,60000,2.0,0,1,20.45,1461,200.0,5.0,83.8,9,518930.2800000001,21,41
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,440000,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
Maruti Wagon R VXI BS IV,300000,110000,3.0,0,1,20.51,998,90.0,5.0,67.04,9,274114.368,17,135
Hyundai i20 Active 1.4,580000,152000,2.0,0,1,21.19,1396,219.66,5.0,88.73,8,547235.5680000001,9,148
Mahindra Bolero 2011-2019 ZLX BSIII,451000,70000,2.0,0,1,15.96,2523,195.0,7.0,62.1,11,351647.33835000003,16,22
Tata Nexon 1.2 Revotron XZ Plus,850000,50000,3.0,0,1,17.0,1198,170.0,5.0,108.5,6,850000.0,23,90
Maruti Swift Dzire VDi,300000,125000,2.0,0,1,19.3,1248,190.0,5.0,73.9,13,222773.10000000003,17,122
Ford Figo 1.2P Trend MT,350000,60000,3.0,0,1,18.16,1196,112.0,5.0,86.8,8,318641.4,7,57
Toyota Innova 2.5 VX (Diesel) 8 Seater,1200000,90000,2.0,0,1,12.99,2494,200.0,8.0,100.6,8,891616.5720000003,24,74
Volkswagen Ameo 1.2 MPI Comfortline,550000,20000,3.0,0,1,17.0,1198,110.0,5.0,73.75,7,550000.0,25,12
Volkswagen Vento Diesel Highline,300000,150000,2.0,0,2,20.54,1598,250.0,5.0,103.6,12,220379.66999999998,25,129
Hyundai Creta 1.6 CRDi SX Option,880000,120000,2.0,0,2,19.67,1582,259.9,5.0,126.2,9,570394.44,9,37
Hyundai Accent Executive CNG,160000,120000,,0,2,13.2,1495,124.5,5.0,93.7,14,107442.72,9,8
Tata Sumo GX,250000,80000,2.0,0,4,15.3,2956,250.0,7.0,83.8,12,159485.2875,23,119
Hyundai i20 Active 1.4 SX,660000,110000,2.0,0,1,21.19,1396,220.0,5.0,88.73,8,622716.336,9,148
Tata Zest Revotron 1.2T XMS,450000,40000,3.0,0,1,17.57,1193,140.0,5.0,88.7,9,450000.0,23,146
Volkswagen Polo GT TDI,400000,110000,2.0,0,2,19.7,1598,250.0,5.0,103.6,12,244866.3,25,97
Ford Figo Diesel Celebration Edition,229999,230000,2.0,0,1,20.0,1399,160.0,5.0,68.1,11,170791.967423,7,57
Chevrolet Beat LT,140000,60000,3.0,0,1,18.6,1199,108.0,5.0,79.4,14,120375.64000000004,3,21
Maruti Zen Estilo LXI BS IV,195000,35000,3.0,0,2,19.0,998,90.0,5.0,67.1,12,157477.32,17,145
Hyundai i20 Active Base Petrol,500000,45000,3.0,0,1,17.19,1197,114.73,5.0,81.86,9,500000.0,9,148
Tata Zest Revotron 1.2T XM,400000,25000,3.0,0,1,17.57,1193,140.0,5.0,88.7,8,400000.0,23,146
Hyundai i20 Magna 1.2,400000,10000,3.0,0,1,18.6,1197,114.7,5.0,81.83,10,400000.0,9,148
Maruti Wagon R VXI Optional,380000,19000,3.0,0,1,20.51,998,90.0,5.0,67.04,6,380000.0,17,135
Maruti Baleno Delta 1.2,579000,10000,3.0,0,1,21.4,1197,115.0,5.0,83.1,5,579000.0,17,20
Hyundai i10 Magna 1.2 iTech SE,270000,30000,3.0,0,1,20.36,1197,111.7,5.0,78.9,12,270000.0,9,147
Mahindra Bolero 2011-2019 SLX 2WD BSIII,500000,90000,2.0,0,1,15.96,2523,195.0,7.0,62.1,10,412785.4500000001,16,22
